nom_barrage,apports_journaliers,id_barrage,lachers_journaliers,stock_actuel,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moyenne_mensuelle_apports,cumul_apports_annee_prec,moyenne_periode,stock_annee_prec,capacite_totale_actuelle,altitude_niveau_eau,capacite_totale_initiale,etat,annee_mise_en_service,Latitude,Longitude,Bassin_versant,Date,taux_remplissage,année,region
chiba,0.00183713,26,0.0,0.9918,0.018962,1.18132,0.0,0.050184,0.40619,0.000382711,6.25203,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-04-21,26.168865435356203,2025,Kairouan
masri,0.00093311,27,0.06,3.43206,0.0459905,3.73247,1.04,4.7617,0.400928,1.24067,4.16442,2.42343,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-04-21,67.7202052091555,2025,Kairouan
lebna,0.0288158,28,0.0,4.65508,0.0836276,5.60931,0.0,0.0,0.762047,0.465774,17.4975,0.59821,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-04-21,18.283896307934015,2025,Nabeul
hma,0.00190422,29,0.0,3.59999,0.0331207,4.07125,0.0,0.03504,0.060987,0.759769,4.36075,0.283475,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-04-21,28.00676832114517,2025,Nabeul
abid,0.00172209,30,0.0,4.14362,0.0321317,4.01198,0.0,0.0132,0.221428,0.284399,5.14668,0.789847,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-04-21,43.09537181487259,2025,Kairouan
mellegue,1.5338,1,0.254,21.4043,10.757,48.0648,12.7047,38.4594,15.1831,8.07246,130.005,8.73379,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-04-20,41.86250733424603,2025,Kef
sarrat,0.0166763,36,0.0,6.39346,0.503736,6.85533,0.778252,1.54893,1.382,2.30557,13.0263,4.71949,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-04-20,30.44504761904762,2025,Kef
benmetir,0.223465,2,0.0432,42.3626,1.55765,23.0147,0.864,12.6261,4.65287,27.7648,40.0863,40.754,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-04-20,70.14488434090043,2025,Bizerte
kasseb,0.216476,3,0.0648,25.6157,2.91913,25.1982,1.296,14.8014,3.88401,23.5766,40.7987,22.5076,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-04-20,33.31040312093628,2025,Bizerte
barbara,1.504,4,0.33172,62.2298,3.96607,48.3025,2.13281,37.4163,8.57463,68.1844,78.6949,59.1793,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-04-20,102.78272359402096,2025,Jendouba
sidisalem,1.15468,5,0.0432,128.221,14.0016,80.4036,0.85788,76.4305,45.272,119.653,349.566,235.998,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-04-20,22.0938126779105,2025,Béja
bouheurtma,0.136669,6,0.031044,51.9947,3.36519,42.3198,1.09129,37.2496,8.32129,48.9843,74.8292,70.1553,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-04-20,35.84926604935292,2025,Jendouba
joumine,0.0816893,7,0.104413,26.3163,2.54719,32.9099,1.9902,18.8075,6.67555,28.6557,71.2437,31.6716,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-04-20,22.156803313884467,2025,Bizerte
ghezala,0.0153198,8,0.00913,2.18702,0.117626,2.2682,0.016724,0.016724,0.955746,2.6918,8.88761,2.85319,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-04-20,21.861455417832868,2025,Bizerte
melah,0.048089,33,0.0,10.068,0.606244,9.38606,0.0,0.0,1.57,10.8498,24.1467,5.8834,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-04-20,24.55609756097561,2025,Bizerte
tine,0.00204246,34,0.0,3.0229,0.0702027,2.81405,0.0,0.0,1.39,2.43787,16.2567,3.643,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-04-20,8.890882352941176,2025,Bizerte
sejnane,0.161252,9,0.839623,62.4824,2.69161,63.356,15.5137,134.394,6.74178,49.0796,115.065,42.8634,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-04-20,47.12451919450939,2025,Bizerte
zarga,0.627287,10,0.12048,24.742,1.61862,20.0541,0.12048,0.43926,2.08,18.166,20.6667,21.97,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-04-20,102.00362796833772,2025,Zaghouan
kebir,0.626378,31,0.0,41.744,1.94256,26.8951,0.0,11.5034,0.804585,19.617,35.8919,28.52,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-04-20,64.81987577639751,2025,Nabeul
moula,0.366569,32,0.0,19.1,1.07167,19.3777,0.08159,8.08648,0.59641,10.8596,30.0485,20.288,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-04-20,72.52154763260812,2025,Jendouba
selbarrak,0.807682,11,0.7776,203.894,9.07924,197.636,12.7948,105.052,21.6344,125.391,283.151,131.307,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-04-20,71.16371276796247,2025,Sidi Bouzid
ziatine,0.0503852,12,0.047297,16.786,0.389251,14.1788,0.461935,5.96023,2.35,9.64852,27.4167,13.81,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-04-20,50.40840840840841,2025,Béja
gamgoum,0.0217827,13,0.037,9.19253,0.205617,4.35071,0.608,3.95,0.154951,2.99967,7.87683,13.6555,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-04-20,50.23240437158469,2025,Siliana
harka,0.0496441,35,0.0,13.3173,0.269555,6.85366,0.0,0.0,1.42,5.22106,22.8067,9.1243,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-04-20,43.95148514851485,2025,Siliana
siliana,0.00780866,14,0.0,9.03451,0.482975,6.22758,0.0,0.2189,3.07689,4.32409,31.2265,6.51585,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-04-20,29.156748208868517,2025,Siliana
lakhmess,0.00637171,15,4e-05,1.90616,0.177844,1.08916,0.000807,0.015372,1.48475,0.604409,10.4179,1.56305,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-04-20,26.401108033240998,2025,Sidi Bouzid
rmil,0.0011088,16,0.0,0.7134,0.0526687,0.699419,0.0,0.0,0.582374,0.415235,9.58327,0.5977,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-04-20,35.67,2025,Kasserine
birmcherga,0.0128239,17,0.0012,10.2031,0.244633,7.23331,0.024,0.48392,2.54987,6.58803,23.6226,11.7861,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-04-20,24.527272290199285,2025,Zaghouan
rmel,0.0,18,0.01075,21.0372,0.155199,26.5199,0.215,1.71486,1.02624,6.10044,15.2216,2.87786,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-04-20,88.29884575026232,2025,Kasserine
nebhana,0.016152,19,0.01318,6.10741,0.217532,5.60314,0.087316,0.376513,1.84899,1.43962,19.6061,2.54077,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-04-20,9.452731775266985,2025,Mahdia
sidisaad,0.0102333,20,0.0,22.5705,1.14955,5.69499,0.066108,0.066108,2.67582,3.52613,36.7205,26.7034,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-04-20,16.929948918742543,2025,Kairouan
elhaouareb,0.0,21,0.0,1.07295,1.2661,6.99428,0.015985,0.028406,0.880421,0.196949,13.122,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-04-20,1.3849877371885893,2025,Kairouan
sficifa,0.0,22,0.0,1.98151,0.300989,0.919438,0.0,0.0,0.0109432,0.405231,1.18139,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-04-20,25.700518806744487,2025,Kairouan
sidiach,0.0,23,0.0,0.0,0.0280088,0.407372,0.0,0.022,0.0245687,0.322403,1.47076,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-04-20,0.0,2025,Kairouan
elbrek,0.0009921,24,0.0,0.07,0.0277848,1.36238,0.0,0.02,0.00478571,0.174029,2.02519,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-04-20,0.4794520547945206,2025,Nabeul
bezirk,0.0,25,0.0,2.8758,0.0075716,3.25025,0.0,0.042,0.385796,0.213674,4.56695,0.1749,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-04-20,57.40119760479042,2025,Kairouan
chiba,0.0,26,0.0,0.9918,0.0171249,1.17948,0.0,0.050184,0.40619,0.00038017,6.23849,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-04-20,26.168865435356203,2025,Kairouan
masri,0.0,27,0.05,3.49143,0.0450574,3.73154,0.98,4.7017,0.400928,1.23247,4.15106,2.36632,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-04-20,68.89167324388319,2025,Kairouan
lebna,0.0,28,0.0,4.63418,0.0548118,5.58049,0.0,0.0,0.762047,0.463047,17.4721,0.59821,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-04-20,18.20180675569521,2025,Nabeul
hma,0.0,29,0.0,3.59999,0.0312165,4.06935,0.0,0.03504,0.060987,0.759769,4.35872,0.290196,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-04-20,28.00676832114517,2025,Nabeul
abid,0.0,30,0.0,4.14362,0.0304096,4.01026,0.0,0.0132,0.221428,0.283338,5.1393,0.789847,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-04-20,43.09537181487259,2025,Kairouan
mellegue,0.421538,1,4.34,20.1288,9.22316,46.531,12.4507,38.2054,15.1831,8.07246,129.499,8.75485,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-04-19,39.36788578134167,2025,Kef
sarrat,0.0154127,36,0.024021,6.38106,0.48706,6.83866,0.778252,1.54893,1.382,2.30557,12.9803,4.76842,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-04-19,30.385999999999996,2025,Kef
benmetir,0.0452903,2,0.0432,42.1843,1.33418,22.7913,0.8208,12.5829,4.65287,27.7648,39.9312,40.804,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-04-19,69.84965144967133,2025,Bizerte
kasseb,0.067343,3,0.0648,25.4656,2.70265,24.9817,1.2312,14.7366,3.88401,23.5766,40.6692,22.5663,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-04-19,33.1152145643693,2025,Bizerte
barbara,0.0,4,0.22536,61.0633,2.46207,46.7985,1.80109,37.0846,8.57463,68.1647,78.4091,59.2621,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-04-19,100.85605747790898,2025,Jendouba
sidisalem,0.523445,5,0.0432,127.158,12.8469,79.2489,0.81468,76.3873,45.272,119.401,348.057,236.551,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-04-19,21.910646715419027,2025,Béja
bouheurtma,0.0860187,6,0.030238,51.8902,3.22853,42.1831,1.06025,37.2186,8.32129,48.9843,74.5519,70.2165,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-04-19,35.77721546915614,2025,Jendouba
joumine,0.0830611,7,0.100408,26.3433,2.4655,32.8282,1.88578,18.7031,6.67555,28.63,71.0212,31.7597,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-04-19,22.179535753075193,2025,Bizerte
ghezala,0.00355945,8,0.007594,2.18188,0.102306,2.25288,0.007594,0.007594,0.955746,2.68306,8.85575,2.85893,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-04-19,21.810075969612157,2025,Bizerte
melah,0.0126205,33,0.0,10.02,0.558155,9.33797,0.0,0.0,1.57,10.8391,24.0943,5.941,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-04-19,24.4390243902439,2025,Bizerte
tine,0.00306369,34,0.0,3.0229,0.0681602,2.81201,0.0,0.0,1.39,2.43078,16.2103,3.643,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-04-19,8.890882352941176,2025,Bizerte
sejnane,0.15551,9,0.827603,62.4336,2.53036,63.1947,14.6741,133.554,6.74178,49.0473,114.84,42.6684,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-04-19,47.08771400558111,2025,Bizerte
zarga,0.021169,10,0.0,24.238,0.991335,19.4268,0.0,0.31878,2.08,18.166,20.5973,22.096,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-04-19,99.92579155672823,2025,Zaghouan
kebir,0.0329207,31,0.0,41.1248,1.31619,26.2687,0.0,11.5034,0.804585,19.6126,35.865,28.52,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-04-19,63.858385093167705,2025,Nabeul
moula,0.0242084,32,0.0,18.736,0.705098,19.0111,0.08159,8.08648,0.59641,10.8426,30.0286,20.384,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-04-19,71.13946159395528,2025,Jendouba
selbarrak,0.265231,11,0.6966,203.894,8.27156,196.828,12.0172,104.275,21.6344,124.919,282.43,131.11,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-04-19,71.16371276796247,2025,Sidi Bouzid
ziatine,0.0312494,12,0.025073,16.786,0.338865,14.1284,0.414638,5.91293,2.35,9.62978,27.3383,13.8373,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-04-19,50.40840840840841,2025,Béja
gamgoum,0.00884672,13,0.032,9.20973,0.183835,4.32893,0.571,3.913,0.154951,2.9975,7.87167,13.6906,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-04-19,50.32639344262295,2025,Siliana
harka,0.0,35,0.0,13.2713,0.219911,6.80402,0.0,0.0,1.42,5.21303,22.7593,9.1243,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-04-19,43.7996699669967,2025,Siliana
siliana,0.00902876,14,0.0,9.03451,0.475166,6.21977,0.0,0.2189,3.07689,4.32409,31.124,6.63034,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-04-19,29.156748208868517,2025,Siliana
lakhmess,0.00659855,15,3.8e-05,1.90098,0.171473,1.08279,0.000767,0.015332,1.48475,0.602019,10.3685,1.56759,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-04-19,26.329362880886425,2025,Sidi Bouzid
rmil,0.0012096,16,0.0,0.7134,0.0515599,0.69831,0.0,0.0,0.582374,0.413426,9.56385,0.5977,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-04-19,35.67,2025,Kasserine
birmcherga,0.0,17,0.0012,10.2031,0.231809,7.22049,0.0228,0.48272,2.54987,6.58803,23.5376,11.8209,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-04-19,24.527272290199285,2025,Zaghouan
rmel,0.0,18,0.01075,21.0906,0.155199,26.5199,0.20425,1.70411,1.02624,6.10044,15.1874,2.92094,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-04-19,88.52298006295908,2025,Kasserine
nebhana,0.000556798,19,0.01375,6.10741,0.20138,5.58699,0.074136,0.363333,1.84899,1.43475,19.5445,2.54077,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-04-19,9.452731775266985,2025,Mahdia
sidisaad,0.0114372,20,0.0,22.5705,1.13932,5.68475,0.066108,0.066108,2.67582,3.52613,36.6313,26.7747,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-04-19,16.929948918742543,2025,Kairouan
elhaouareb,0.0,21,0.0,1.15648,1.2661,6.99428,0.015985,0.028406,0.880421,0.19682,13.0926,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-04-19,1.4928101200464696,2025,Kairouan
sficifa,0.0,22,0.0,1.9884,0.300989,0.919438,0.0,0.0,0.0109432,0.404707,1.18103,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-04-19,25.789883268482487,2025,Kairouan
sidiach,0.0,23,0.0,0.0,0.0280088,0.407372,0.0,0.022,0.0245687,0.321109,1.46994,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-04-19,0.0,2025,Kairouan
elbrek,0.00143854,24,0.0,0.07,0.0267927,1.36138,0.0,0.02,0.00478571,0.173418,2.02503,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-04-19,0.4794520547945206,2025,Nabeul
bezirk,0.0,25,0.0,2.8832,0.0075716,3.25025,0.0,0.042,0.385796,0.213674,4.55409,0.17676,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-04-19,57.54890219560879,2025,Kairouan
chiba,0.00188833,26,0.0,0.997966,0.0171249,1.17948,0.0,0.050184,0.40619,0.000377358,6.22495,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-04-19,26.33155672823219,2025,Kairouan
masri,0.00831009,27,0.08,3.54419,0.0450574,3.73154,0.93,4.6517,0.400928,1.23247,4.13769,2.31812,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-04-19,69.93271507498027,2025,Kairouan
lebna,0.00651885,28,0.0,4.65508,0.0548118,5.58049,0.0,0.0,0.762047,0.463047,17.4467,0.605565,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-04-19,18.283896307934015,2025,Nabeul
hma,0.0033326,29,0.0,3.60884,0.0312165,4.06935,0.0,0.03504,0.060987,0.759769,4.35669,0.296916,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-04-19,28.07561848451844,2025,Nabeul
abid,0.00351702,30,0.0,4.15124,0.0304096,4.01026,0.0,0.0132,0.221428,0.283338,5.13192,0.792803,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-04-19,43.174622984919395,2025,Kairouan
mellegue,0.80327,1,4.34,24.0551,8.80162,46.1095,8.11073,33.8654,15.1831,8.04683,128.993,8.73379,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-04-18,47.04693917465284,2025,Kef
sarrat,0.0152516,36,0.0,6.39346,0.471647,6.82324,0.754231,1.5249,1.382,2.28573,12.9342,4.81996,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-04-18,30.44504761904762,2025,Kef
benmetir,0.0451002,2,0.0432,42.1843,1.28889,22.746,0.7776,12.5397,4.65287,27.7648,39.7761,40.854,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-04-18,69.84965144967133,2025,Bizerte
kasseb,0.110064,3,0.0648,25.4656,2.63531,24.9144,1.1664,14.6718,3.88401,23.5766,40.5397,22.6054,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-04-18,33.1152145643693,2025,Bizerte
barbara,0.197557,4,0.40332,61.409,2.46207,46.7985,1.57573,36.8592,8.57463,68.1579,78.1233,59.3448,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-04-18,101.42703774052357,2025,Jendouba
sidisalem,0.517065,5,0.0432,126.733,12.3234,78.7254,0.77148,76.3441,45.272,119.327,346.547,237.38,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-04-18,21.83741479250381,2025,Béja
bouheurtma,0.137892,6,0.030291,51.838,3.14251,42.0971,1.03001,37.1884,8.32129,48.9843,74.2745,70.3999,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-04-18,35.74122465301957,2025,Jendouba
joumine,0.0789405,7,0.098433,26.3702,2.38244,32.7451,1.78537,18.6027,6.67555,28.6102,70.7987,31.8479,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-04-18,22.202183998046696,2025,Bizerte
ghezala,0.0061048,8,0.0,2.18702,0.0987464,2.24932,0.0,0.0,0.955746,2.68129,8.82389,2.86467,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-04-18,21.861455417832868,2025,Bizerte
melah,0.0243542,33,0.0,10.008,0.545534,9.32535,0.0,0.0,1.57,10.8353,24.042,6.0058,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-04-18,24.409756097560972,2025,Bizerte
tine,0.0,34,0.0,3.0229,0.0650965,2.80895,0.0,0.0,1.39,2.42486,16.164,3.643,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-04-18,8.890882352941176,2025,Bizerte
sejnane,0.185139,9,0.839763,62.4824,2.37485,63.0392,13.8465,132.727,6.74178,49.0473,114.615,42.5514,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-04-18,47.12451919450939,2025,Bizerte
zarga,0.0209037,10,0.0,24.22,0.970166,19.4056,0.0,0.31878,2.08,18.166,20.528,22.222,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-04-18,99.85158311345646,2025,Zaghouan
kebir,0.0596081,31,0.0,41.099,1.28326,26.2358,0.0,11.5034,0.804585,19.6114,35.8382,28.52,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-04-18,63.81832298136645,2025,Nabeul
moula,0.0238677,32,0.0,18.7147,0.680889,18.9869,0.08159,8.08648,0.59641,10.8257,30.0087,20.48,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-04-18,71.05858677905609,2025,Jendouba
selbarrak,0.481654,11,0.6858,204.359,8.00632,196.563,11.3206,103.578,21.6344,124.919,281.709,131.504,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-04-18,71.32600850220233,2025,Sidi Bouzid
ziatine,0.0493944,12,0.018818,16.786,0.307616,14.0971,0.389565,5.88786,2.35,9.6244,27.26,13.8782,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-04-18,50.40840840840841,2025,Béja
gamgoum,0.00618891,13,0.03,9.23553,0.174988,4.32008,0.539,3.881,0.154951,2.99542,7.8665,13.7257,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-04-18,50.46737704918033,2025,Siliana
harka,0.00525656,35,0.0,13.2943,0.219911,6.80402,0.0,0.0,1.42,5.21303,22.712,9.1463,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-04-18,43.875577557755776,2025,Siliana
siliana,0.00805268,14,0.0,9.03451,0.466137,6.21074,0.0,0.2189,3.07689,4.32409,31.0214,6.84084,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-04-18,29.156748208868517,2025,Siliana
lakhmess,0.00636288,15,3.5e-05,1.89581,0.164874,1.07619,0.000729,0.015294,1.48475,0.600148,10.319,1.6003,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-04-18,26.25775623268698,2025,Sidi Bouzid
rmil,0.0011088,16,0.0,0.7134,0.0503503,0.6971,0.0,0.0,0.582374,0.413426,9.54444,0.6016,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-04-18,35.67,2025,Kasserine
birmcherga,0.0,17,0.0012,10.2354,0.231809,7.22049,0.0216,0.48152,2.54987,6.58803,23.4527,11.8557,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-04-18,24.60491838746124,2025,Zaghouan
rmel,0.0,18,0.01075,21.144,0.155199,26.5199,0.1935,1.69336,1.02624,6.10044,15.1532,2.96402,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-04-18,88.74711437565583,2025,Kasserine
nebhana,0.0113902,19,0.008415,6.12357,0.200823,5.58643,0.060386,0.349583,1.84899,1.43475,19.4829,2.54979,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-04-18,9.477743383377186,2025,Mahdia
sidisaad,0.00804842,20,0.066108,22.5705,1.12788,5.67332,0.066108,0.066108,2.67582,3.52613,36.5421,26.8459,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-04-18,16.929948918742543,2025,Kairouan
elhaouareb,0.0238308,21,0.0,1.24,1.2661,6.99428,0.015985,0.028406,0.880421,0.196723,13.0633,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-04-18,1.6006195946818125,2025,Kairouan
sficifa,0.0,22,0.0,2.00033,0.300989,0.919438,0.0,0.0,0.0109432,0.40427,1.18066,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-04-18,25.944617380025942,2025,Kairouan
sidiach,0.0,23,0.0,0.0,0.0280088,0.407372,0.0,0.022,0.0245687,0.319815,1.46912,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-04-18,0.0,2025,Kairouan
elbrek,0.00143854,24,0.0,0.07,0.0253542,1.35995,0.0,0.02,0.00478571,0.172808,2.02487,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-04-18,0.4794520547945206,2025,Nabeul
bezirk,0.0,25,0.0,2.8906,0.0075716,3.25025,0.0,0.042,0.385796,0.213357,4.54123,0.17676,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-04-18,57.696606786427154,2025,Kairouan
chiba,0.00165229,26,0.0,0.997966,0.0152365,1.17759,0.0,0.050184,0.40619,0.000374979,6.21141,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-04-18,26.33155672823219,2025,Kairouan
masri,0.0,27,0.05,3.61795,0.0367473,3.72323,0.85,4.5717,0.400928,1.23247,4.12433,2.28094,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-04-18,71.38812154696133,2025,Kairouan
lebna,0.00558758,28,0.0,4.65508,0.048293,5.57397,0.0,0.0,0.762047,0.460243,17.4213,0.605565,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-04-18,18.283896307934015,2025,Nabeul
hma,0.0,29,0.0,3.60884,0.0278839,4.06601,0.0,0.03504,0.060987,0.759769,4.35466,0.303637,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-04-18,28.07561848451844,2025,Nabeul
abid,0.0,30,0.0,4.15124,0.0268926,4.00674,0.0,0.0132,0.221428,0.282581,5.12454,0.792803,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-04-18,43.174622984919395,2025,Kairouan
mellegue,4.51265,1,3.44,27.5982,7.99835,45.3062,3.77073,29.5254,15.1831,8.04227,128.487,8.73379,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-04-17,53.976530412673576,2025,Kef
sarrat,0.130664,36,0.003322,6.38106,0.456395,6.80799,0.754231,1.5249,1.382,2.28573,12.8881,4.89456,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-04-17,30.385999999999996,2025,Kef
benmetir,0.14702,2,0.0432,42.1843,1.24379,22.7009,0.7344,12.4965,4.65287,27.7648,39.621,40.904,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-04-17,69.84965144967133,2025,Bizerte
kasseb,0.152465,3,0.0648,25.4228,2.52524,24.8043,1.1016,14.607,3.88401,23.5766,40.4103,22.6641,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-04-17,33.059557867360205,2025,Bizerte
barbara,0.124118,4,0.50402,61.625,2.26451,46.6009,1.17241,36.4559,8.57463,68.1377,77.8375,59.4276,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-04-17,101.78379717565447,2025,Jendouba
